x, Bphi, vr, vz, rho, Omega, Psi, T, P, Bphi', vr', vz', rho', Omega', Psi', T', P'
        1.026909999999983E+001,       -3.986794401558406E-001,       -1.682215497588074E+001,        2.448861341820864E+002,        5.528058985611951E-007,        5.152052266252420E+000,        1.981795429808849E-001,        8.631155818446063E+000,        4.771356377790018E-006,       -2.289957537892223E-002,       -2.982328725113302E+000,        6.375794961527299E+001,       -1.250073787620730E-007,        2.143222135688734E-001,       -3.466459012774026E-002,        2.012741708568068E+000,        3.369732422560871E-008
        1.027909999999983E+001,       -3.989084530808890E-001,       -1.685193608248244E+001,        2.455236798638750E+002,        5.515578703168399E-007,        5.154170679315143E+000,        1.978332848536515E-001,        8.651301779925191E+000,        4.771696114790751E-006,       -2.290299031438177E-002,       -2.973870068563886E+000,        6.375089869549225E+001,       -1.245984610514085E-007,        2.093549474643578E-001,       -3.458703745848184E-002,        2.016449296347151E+000,        3.424959162513539E-008
        1.028909999999983E+001,       -3.991374995678999E-001,       -1.688163190774954E+001,        2.461611462258606E+002,        5.503139256607601E-007,        5.156239249565665E+000,        1.974878022501031E-001,        8.671484780604709E+000,        4.772041360143159E-006,       -2.290628763673249E-002,       -2.965272305079267E+000,        6.374208298171236E+001,       -1.241906601053314E-007,        2.043536446845242E-001,       -3.450948536890484E-002,        2.020149520611211E+000,        3.479899411262438E-008
        1.029909999999983E+001,       -3.993665784366013E-001,       -1.691124105585869E+001,        2.467985155378471E+002,        5.490740534559064E-007,        5.158257636411695E+000,        1.971430951654147E-001,        8.691704746004927E+000,        4.772392085185449E-006,       -2.290946651732618E-002,       -2.956534483820191E+000,        6.373148601371580E+001,       -1.237839698109532E-007,        1.993182605097381E-001,       -3.443193366486408E-002,        2.023842212237223E+000,        3.534552914306815E-008
        1.030909999999982E+001,       -3.995956884984155E-001,       -1.694076212147196E+001,        2.474357699047032E+002,        5.478382426261813E-007,        5.160225498824246E+000,        1.967991635967008E-001,        8.711961599948243E+000,        4.772748261229954E-006,       -2.291252612339100E-002,       -2.947655652472188E+000,        6.371909126157771E+001,       -1.233783840898143E-007,        1.942487522661031E-001,       -3.435438215249510E-002,        2.027527200746623E+000,        3.588919407968312E-008
        1.031909999999982E+001,       -3.998248285564155E-001,       -1.697019368972057E+001,        2.480728912656442E+002,        5.466064821561074E-007,        5.162142495357827E+000,        1.964560075430138E-001,        8.732255264545410E+000,        4.773109859562171E-006,       -2.291546561801735E-002,       -2.938634857316702E+000,        6.370488212628542E+001,       -1.229738968975305E-007,        1.891450793613514E-001,       -3.427683063821924E-002,        2.031204314301256E+000,        3.642998619539289E-008
        1.032909999999982E+001,       -4.000539974052852E-001,       -1.699953433619183E+001,        2.487098613935525E+002,        5.453787610904764E-007,        5.164008284171542E+000,        1.961136270053401E-001,        8.752585660182014E+000,        4.773476851439874E-006,       -2.291828416014744E-002,       -2.929471143307642E+000,        6.368884194045184E+001,       -1.225705022236508E-007,        1.840072033152526E-001,       -3.419927892875014E-002,        2.034873379699579E+000,        3.696790267251375E-008
        1.033909999999982E+001,       -4.002831938312764E-001,       -1.702878262691610E+001,        2.493466618942958E+002,        5.441550685340145E-007,        5.165822523050368E+000,        1.957720219865973E-001,        8.772952705504771E+000,        4.773849208092205E-006,       -2.292098090456355E-002,       -2.920163554146555E+000,        6.367095396900471E+001,       -1.221681940914097E-007,        1.788350877934429E-001,       -3.412172683110042E-002,        2.038534222372908E+000,        3.750294060339933E-008
        1.034909999999982E+001,       -4.005124166121683E-001,       -1.705793711835541E+001,        2.499832742060628E+002,        5.429353936510539E-007,        5.167584869426933E+000,        1.954311924916314E-001,        8.793356317407891E+000,        4.774226900718799E-006,       -2.292355500187684E-002,       -2.910711132360858E+000,        6.365120140991529E+001,       -1.217669665574875E-007,        1.736286986411571E-001,       -3.404417415258876E-002,        2.042186666381790E+000,        3.803509699105241E-008
        1.035909999999982E+001,       -4.007416645172256E-001,       -1.708699635739140E+001,        2.506196795986893E+002,        5.417197256651910E-007,        5.169294980403338E+000,        1.950911385272141E-001,        8.813796411019318E+000,        4.774609900488865E-006,       -2.292600559851630E-002,       -2.901112919382895E+000,        6.362956739494955E+001,       -1.213668137118432E-007,        1.683880039152763E-001,       -3.396662070084606E-002,        2.045830534412421E+000,        3.856436874907391E-008
        1.036909999999982E+001,       -4.009709363071553E-001,       -1.711595888131392E+001,        2.512558591729878E+002,        5.405080538589585E-007,        5.170952512773220E+000,        1.947518601020388E-001,        8.834272899686912E+000,        4.774998178540293E-006,       -2.292833183671628E-002,       -2.891367955629275E+000,        6.360603499041008E+001,       -1.209677296774186E-007,        1.631129739201470E-001,       -3.388906628382129E-002,        2.049465647773103E+000,        3.909075270275822E-008
        1.037909999999982E+001,       -4.012002307340669E-001,       -1.714482321781356E+001,        2.518917938601271E+002,        5.393003675734892E-007,        5.172557123044935E+000,        1.944133572267179E-001,        8.854785694964798E+000,        4.775391705978800E-006,       -2.293053285450806E-002,       -2.881475280585395E+000,        6.358058719796883E+001,       -1.205697086100328E-007,        1.578035812385297E-001,       -3.381151070979019E-002,        2.053091826391040E+000,        3.961424558862150E-008
        1.038909999999982E+001,       -4.014295465414279E-001,       -1.717358788497026E+001,        2.525274644209571E+002,        5.380966562082016E-007,        5.174108467463942E+000,        1.940756299137794E-001,        8.875334706599363E+000,        4.775790453877015E-006,       -2.293260778570640E-002,       -2.871433932885933E+000,        6.355320695542776E+001,       -1.201727446980674E-007,        1.524598007685809E-001,       -3.373395378736006E-002,        2.056708888808886E+000,        4.013484405568534E-008
        1.039909999999982E+001,       -4.016588824640244E-001,       -1.720225139124762E+001,        2.531628514454057E+002,        5.368969092204655E-007,        5.175606202036670E+000,        1.937386781776637E-001,        8.895919842515582E+000,        4.776194393273645E-006,       -2.293455575990061E-002,       -2.861242950401598E+000,        6.352387713757865E+001,       -1.197768321622964E-007,        1.470816097572194E-001,       -3.365639532547852E-002,        2.060316652181739E+000,        4.065254466560157E-008
        1.040909999999982E+001,       -4.018882372279152E-001,       -1.723081223548279E+001,        2.537979353518156E+002,        5.357011161252830E-007,        5.177049982553513E+000,        1.934025020347196E-001,        8.916541008802918E+000,        4.776603495172535E-006,       -2.293637590244268E-002,       -2.850901370324916E+000,        6.349258055704851E+001,       -1.193819652557003E-007,        1.416689878337509E-001,       -3.357883513343816E-002,        2.063914932273893E+000,        4.116734389282555E-008
        1.041909999999982E+001,       -4.021176095503939E-001,       -1.725926890688440E+001,        2.544326963863817E+002,        5.345092664949631E-007,        5.178439464613819E+000,        1.930671015032017E-001,        8.937198109701670E+000,        4.777017730541899E-006,       -2.293806733443909E-002,       -2.840408229258895E+000,        6.345929996518757E+001,       -1.189881382632421E-007,        1.362219170456528E-001,       -3.350127302088704E-002,        2.067503543456156E+000,        4.167923812531822E-008
        1.042909999999982E+001,       -4.023469981399413E-001,       -1.728761988502155E+001,        2.550671146224706E+002,        5.333213499588154E-007,        5.179774303648953E+000,        1.927324766032660E-001,        8.957891047588680E+000,        4.777437070313341E-006,       -2.293962917273722E-002,       -2.829762563304509E+000,        6.342401805293525E+001,       -1.185953455016388E-007,        1.307403818937982E-001,       -3.342370879783146E-002,        2.071082298702638E+000,        4.218822366508127E-008
        1.043909999999982E+001,       -4.025764016961877E-001,       -1.731586363982502E+001,        2.557011699600973E+002,        5.321373562028111E-007,        5.181054154948342E+000,        1.923986273569667E-001,        8.978619722963710E+000,        4.777861485381105E-006,       -2.294106052991896E-002,       -2.818963408154314E+000,        6.338671745178740E+001,       -1.182035813192188E-007,        1.252243693663120E-001,       -3.334614227464729E-002,        2.074651009588385E+000,        4.269429672817347E-008
        1.044909999999982E+001,       -4.028058189098658E-001,       -1.734399863157846E+001,        2.563348421252667E+002,        5.309572749692912E-007,        5.182278673683344E+000,        1.920655537882527E-001,        8.999384034435112E+000,        4.778290946601136E-006,       -2.294236051428739E-002,       -2.808009799182294E+000,        6.334738073469427E+001,       -1.178128400956492E-007,        1.196738689758347E-001,       -3.326857326208372E-002,        2.078209486286422E+000,        4.319745344572721E-008
        1.045909999999982E+001,       -4.030352484627710E-001,       -1.737202331091909E+001,        2.569681106694379E+002,        5.297810960566427E-007,        5.183447514933442E+000,        1.917332559229632E-001,        9.020183878706009E+000,        4.778725424790274E-006,       -2.294352822985946E-002,       -2.796900771539704E+000,        6.330599041706155E+001,       -1.174231162417977E-007,        1.140888727936681E-001,       -3.319100157127280E-002,        2.081757537565466E+000,        4.369768986392543E-008
